"","state","name","col_ruler","ind_from","ind_date","named_ind_from","gdp_val","cm_val","hdi_val","lit_val","year","hdi"
"1",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1990,0.849
"2",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1991,0.853
"3",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1992,0.856
"4",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1993,0.854
"5",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1994,0.859
"6",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1995,0.861
"7",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1996,0.863
"8",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1997,0.862
"9",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1998,0.861
"10",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,1999,0.864
"11",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2000,0.867
"12",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2001,0.872
"13",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2002,0.877
"14",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2003,0.882
"15",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2004,0.887
"16",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2005,0.892
"17",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2006,0.895
"18",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2007,0.897
"19",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2008,0.899
"20",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2009,0.899
"21",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2010,0.902
"22",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2011,0.905
"23",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2012,0.908
"24",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2013,0.911
"25",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2014,0.918
"26",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2015,0.92
"27",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2016,0.922
"28",20,"Canada",200,200,1867,"England",1782786420987.94,5,0.926,NA,2017,0.926
"29",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1990,NA
"30",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1991,NA
"31",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1992,NA
"32",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1993,NA
"33",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1994,NA
"34",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1995,NA
"35",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1996,NA
"36",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1997,NA
"37",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1998,NA
"38",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,1999,NA
"39",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2000,0.776
"40",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2001,0.779
"41",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2002,0.781
"42",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2003,0.782
"43",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2004,0.784
"44",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2005,0.786
"45",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2006,0.788
"46",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2007,0.789
"47",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2008,0.79
"48",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2009,0.787
"49",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2010,0.789
"50",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2011,0.793
"51",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2012,0.807
"52",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2013,0.807
"53",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2014,0.807
"54",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2015,0.807
"55",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2016,0.806
"56",31,"Bahamas",200,200,1973,"England",NA,NA,0.807,NA,2017,0.807
"57",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1990,0.676
"58",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1991,0.67
"59",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1992,0.663
"60",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1993,0.656
"61",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1994,0.652
"62",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1995,0.654
"63",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1996,0.665
"64",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1997,0.669
"65",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1998,0.672
"66",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,1999,0.679
"67",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2000,0.686
"68",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2001,0.692
"69",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2002,0.694
"70",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2003,0.704
"71",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2004,0.718
"72",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2005,0.731
"73",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2006,0.753
"74",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2007,0.77
"75",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2008,0.78
"76",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2009,0.782
"77",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2010,0.779
"78",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2011,0.778
"79",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2012,0.767
"80",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2013,0.765
"81",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2014,0.768
"82",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2015,0.772
"83",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2016,0.774
"84",40,"Cuba",230,2,1902,"United States",NA,5,0.777,NA,2017,0.777
"85",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1990,0.409
"86",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1991,0.409
"87",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1992,0.406
"88",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1993,0.414
"89",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1994,0.417
"90",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1995,0.418
"91",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1996,0.427
"92",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1997,0.431
"93",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1998,0.435
"94",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,1999,0.439
"95",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2000,0.442
"96",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2001,0.444
"97",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2002,0.446
"98",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2003,0.449
"99",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2004,0.45
"100",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2005,0.453
"101",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2006,0.458
"102",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2007,0.462
"103",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2008,0.466
"104",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2009,0.47
"105",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2010,0.47
"106",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2011,0.477
"107",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2012,0.481
"108",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2013,0.486
"109",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2014,0.49
"110",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2015,0.493
"111",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2016,0.496
"112",41,"Haiti",220,220,1804,"France",20726099562.207,64.8,0.498,NA,2017,0.498
"113",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1990,0.598
"114",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1991,0.603
"115",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1992,0.612
"116",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1993,0.618
"117",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1994,0.623
"118",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1995,0.629
"119",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1996,0.635
"120",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1997,0.641
"121",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1998,0.646
"122",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,1999,0.651
"123",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2000,0.657
"124",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2001,0.66
"125",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2002,0.664
"126",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2003,0.666
"127",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2004,0.668
"128",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2005,0.675
"129",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2006,0.682
"130",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2007,0.691
"131",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2008,0.695
"132",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2009,0.696
"133",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2010,0.702
"134",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2011,0.706
"135",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2012,0.71
"136",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2013,0.713
"137",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2014,0.718
"138",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2015,0.729
"139",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2016,0.733
"140",42,"Dominican Republic",230,41,1844,"Other",189150841479.136,28.8,0.736,NA,2017,0.736
"141",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1990,0.638
"142",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1991,0.639
"143",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1992,0.645
"144",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1993,0.653
"145",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1994,0.655
"146",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1995,0.657
"147",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1996,0.66
"148",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1997,0.661
"149",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1998,0.662
"150",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,1999,0.664
"151",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2000,0.662
"152",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2001,0.673
"153",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2002,0.677
"154",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2003,0.673
"155",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2004,0.691
"156",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2005,0.695
"157",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2006,0.7
"158",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2007,0.705
"159",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2008,0.708
"160",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2009,0.709
"161",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2010,0.712
"162",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2011,0.715
"163",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2012,0.721
"164",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2013,0.726
"165",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2014,0.728
"166",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2015,0.73
"167",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2016,0.732
"168",51,"Jamaica",200,200,1962,"England",27290627429.9591,14.4,0.732,NA,2017,0.732
"169",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1990,0.672
"170",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1991,0.673
"171",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1992,0.673
"172",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1993,0.675
"173",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1994,0.679
"174",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1995,0.683
"175",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1996,0.69
"176",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1997,0.697
"177",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1998,0.704
"178",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,1999,0.711
"179",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2000,0.716
"180",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2001,0.721
"181",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2002,0.728
"182",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2003,0.737
"183",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2004,0.746
"184",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2005,0.752
"185",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2006,0.757
"186",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2007,0.768
"187",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2008,0.773
"188",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2009,0.772
"189",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2010,0.775
"190",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2011,0.773
"191",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2012,0.774
"192",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2013,0.779
"193",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2014,0.779
"194",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2015,0.783
"195",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2016,0.785
"196",52,"Trinidad and Tobago",200,200,1962,"England",44792134342.9767,18.3,0.784,NA,2017,0.784
"197",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1990,0.716
"198",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1991,0.718
"199",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1992,0.718
"200",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1993,0.721
"201",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1994,0.727
"202",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1995,0.731
"203",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1996,0.735
"204",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1997,0.74
"205",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1998,0.736
"206",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,1999,0.743
"207",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2000,0.752
"208",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2001,0.751
"209",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2002,0.754
"210",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2003,0.759
"211",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2004,0.762
"212",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2005,0.767
"213",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2006,0.772
"214",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2007,0.777
"215",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2008,0.781
"216",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2009,0.783
"217",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2010,0.782
"218",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2011,0.787
"219",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2012,0.795
"220",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2013,0.796
"221",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2014,0.796
"222",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2015,0.797
"223",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2016,0.799
"224",53,"Barbados",200,200,1966,"England",NA,12.2,0.8,NA,2017,0.8
"225",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1990,NA
"226",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1991,NA
"227",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1992,NA
"228",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1993,NA
"229",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1994,NA
"230",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1995,NA
"231",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1996,NA
"232",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1997,NA
"233",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1998,NA
"234",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,1999,NA
"235",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2000,0.693
"236",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2001,0.697
"237",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2002,0.696
"238",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2003,0.702
"239",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2004,0.704
"240",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2005,0.705
"241",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2006,0.711
"242",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2007,0.715
"243",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2008,0.72
"244",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2009,0.72
"245",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2010,0.722
"246",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2011,0.722
"247",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2012,0.721
"248",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2013,0.721
"249",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2014,0.724
"250",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2015,0.721
"251",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2016,0.718
"252",54,"Dominica",200,200,1978,"England",762792505.12,35.7,0.715,NA,2017,0.715
"253",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1990,NA
"254",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1991,NA
"255",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1992,NA
"256",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1993,NA
"257",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1994,NA
"258",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1995,NA
"259",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1996,NA
"260",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1997,NA
"261",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1998,NA
"262",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,1999,NA
"263",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2000,NA
"264",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2001,NA
"265",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2002,0.702
"266",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2003,0.711
"267",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2004,0.713
"268",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2005,0.727
"269",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2006,0.729
"270",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2007,0.735
"271",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2008,0.739
"272",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2009,0.738
"273",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2010,0.743
"274",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2011,0.747
"275",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2012,0.749
"276",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2013,0.754
"277",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2014,0.761
"278",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2015,0.767
"279",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2016,0.77
"280",55,"Grenada",200,200,1974,"England",1751695438.7343,15.2,0.772,NA,2017,0.772
"281",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1990,NA
"282",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1991,NA
"283",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1992,NA
"284",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1993,NA
"285",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1994,NA
"286",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1995,NA
"287",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1996,NA
"288",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1997,NA
"289",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1998,NA
"290",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,1999,NA
"291",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2000,0.69
"292",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2001,0.687
"293",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2002,0.689
"294",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2003,0.692
"295",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2004,0.695
"296",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2005,0.7
"297",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2006,0.711
"298",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2007,0.713
"299",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2008,0.719
"300",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2009,0.724
"301",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2010,0.731
"302",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2011,0.734
"303",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2012,0.73
"304",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2013,0.733
"305",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2014,0.737
"306",56,"Saint Lucia",200,200,1979,"England",NA,NA,0.747,NA,2015,0.744
